phone,data_gb,call_min,vas_sub,daily_data_used,Weekly_data_used,Monthly_data_used,av_expired_data,daily_av_call,weekly_av_call,monthly_av_call,manual_recommendation,manual_incentive
8031235320,2.15,67,False,1.45gb,9.28gb,42.99gb,908mb,16min,96min,480min,Auto-generated MTN recommendation,Airtime
9038776329,0.04,197,False,1.2gb,5.82gb,17.91gb,18mb,47min,235min,1175min,Auto-generated MTN recommendation,Airtime
8062101697,0.08,374,True,1004mb,6.62gb,24.57gb,63mb,36min,252min,756min,Auto-generated MTN recommendation,Data
8068668993,10.18,11,True,862mb,5.88gb,19.52gb,6.69gb,23min,92min,276min,Auto-generated MTN recommendation,Data
7038384934,0.3,174,False,555mb,2.89gb,12.02gb,207mb,6min,36min,144min,Auto-generated MTN recommendation,Data
8063293011,0.15,253,True,1.57gb,6.79gb,33.27gb,153mb,17min,102min,306min,Auto-generated MTN recommendation,None
7036772888,3.46,39,False,1.42gb,8.72gb,30.36gb,2.56gb,16min,64min,256min,Auto-generated MTN recommendation,Airtime
9062094308,5.71,74,False,1.23gb,8.59gb,33.87gb,4.81gb,29min,174min,522min,Auto-generated MTN recommendation,None
8132775295,0.29,381,True,1.47gb,10.21gb,45.97gb,21mb,56min,392min,1960min,Auto-generated MTN recommendation,None
7037543958,6.15,33,True,889mb,5.73gb,21.35gb,791mb,46min,322min,966min,Auto-generated MTN recommendation,Airtime
8163026785,0.02,289,True,248mb,1013mb,3.95gb,9mb,28min,196min,588min,Auto-generated MTN recommendation,Data
8032369746,1.04,50,True,1.89gb,10.6gb,36.83gb,798mb,29min,145min,435min,Auto-generated MTN recommendation,Data
9068268613,1.61,148,True,859mb,5.45gb,20.52gb,331mb,50min,250min,750min,Auto-generated MTN recommendation,Airtime
9038001435,0.78,57,True,36mb,193mb,894mb,388mb,50min,200min,800min,Auto-generated MTN recommendation,None
8067992373,1.44,116,True,717mb,2.95gb,14.5gb,1.27gb,39min,234min,936min,Auto-generated MTN recommendation,Airtime
8132966523,1.57,103,True,722mb,4.18gb,20.31gb,1.07gb,0min,0min,0min,Auto-generated MTN recommendation,Data
8163982370,1.06,112,True,368mb,1.72gb,6.78gb,278mb,26min,182min,546min,Auto-generated MTN recommendation,Data
9065998832,7.01,65,False,768mb,4.45gb,21.68gb,3.25gb,35min,245min,980min,Auto-generated MTN recommendation,None
8136413025,0.13,192,True,532mb,2.4gb,11.87gb,120mb,22min,110min,330min,Auto-generated MTN recommendation,None
9063858588,0.06,297,False,667mb,3.95gb,12.26gb,35mb,38min,190min,570min,Auto-generated MTN recommendation,Airtime
7031728515,7.4,82,True,97mb,600mb,2.59gb,1.74gb,45min,315min,1260min,Auto-generated MTN recommendation,Data
8161475414,2.05,99,False,1.19gb,6.89gb,21.95gb,996mb,34min,238min,952min,Auto-generated MTN recommendation,None
8035444016,0.04,102,True,727mb,3.31gb,14.02gb,40mb,28min,196min,588min,Auto-generated MTN recommendation,Airtime
7069435121,1.19,83,True,573mb,3.81gb,12.14gb,144mb,60min,240min,1200min,Auto-generated MTN recommendation,Data
8066456720,2.19,131,True,492mb,2.91gb,14.04gb,1.18gb,51min,204min,612min,Auto-generated MTN recommendation,Data
8139653163,2.99,117,True,1.24gb,8.64gb,41.58gb,2.42gb,8min,32min,128min,Auto-generated MTN recommendation,Airtime
7064103064,24.74,39,False,848mb,5.11gb,19.35gb,23.61gb,60min,240min,1200min,Auto-generated MTN recommendation,Data
7035134180,0.07,226,True,54mb,289mb,1.21gb,48mb,54min,216min,864min,Auto-generated MTN recommendation,None
8061799429,2.42,71,True,465mb,2.58gb,7.73gb,1.67gb,45min,315min,945min,Auto-generated MTN recommendation,None
9069564911,0.08,329,False,1.98gb,9.84gb,47.84gb,3mb,34min,136min,680min,Auto-generated MTN recommendation,Data
8132037935,0.06,274,True,1.25gb,6.47gb,20.43gb,4mb,16min,96min,384min,Auto-generated MTN recommendation,None
7032635926,0.23,229,True,10mb,71mb,292mb,124mb,51min,306min,918min,Auto-generated MTN recommendation,None
7038290248,7.65,77,False,991mb,5.35gb,20.24gb,4.75gb,39min,195min,585min,Auto-generated MTN recommendation,Data
9063145748,3.87,75,True,718mb,4.58gb,21.51gb,2.33gb,12min,48min,192min,Auto-generated MTN recommendation,Data
7064975911,0.08,266,True,119mb,707mb,3.06gb,27mb,14min,56min,280min,Auto-generated MTN recommendation,Airtime
8139842568,0.29,385,True,1.71gb,7.11gb,27.12gb,294mb,57min,342min,1710min,Auto-generated MTN recommendation,None
8162977169,0.03,149,True,1.29gb,6.92gb,21.0gb,4mb,24min,168min,504min,Auto-generated MTN recommendation,None
9061615332,0.25,322,False,1.23gb,8.5gb,36.15gb,73mb,21min,126min,630min,Auto-generated MTN recommendation,Data
8134035382,0.07,112,False,251mb,1.28gb,5.92gb,42mb,0min,0min,0min,Auto-generated MTN recommendation,Data
8164509264,2.09,66,False,602mb,2.37gb,9.92gb,1.52gb,56min,392min,1568min,Auto-generated MTN recommendation,None
7069069776,7.24,53,True,963mb,4.86gb,24.05gb,1.37gb,26min,104min,520min,Auto-generated MTN recommendation,Data
9066879738,2.22,127,True,1.07gb,6.36gb,24.61gb,1.99gb,49min,294min,1176min,Auto-generated MTN recommendation,Airtime
9036319920,2.21,100,False,973mb,4.42gb,21.3gb,669mb,4min,20min,80min,Auto-generated MTN recommendation,Airtime
8065726393,0.17,246,True,1.68gb,6.89gb,21.98gb,99mb,36min,180min,720min,Auto-generated MTN recommendation,Airtime
8033419791,3.79,70,False,120mb,515mb,1.88gb,869mb,34min,170min,510min,Auto-generated MTN recommendation,None
8162935907,0.96,56,True,249mb,1.61gb,7.22gb,432mb,24min,168min,504min,Auto-generated MTN recommendation,Data
8069510019,1.78,66,True,551mb,3.71gb,11.54gb,974mb,47min,329min,1645min,Auto-generated MTN recommendation,Data
8165453358,7.17,35,False,1.9gb,10.9gb,35.08gb,3.53gb,5min,20min,80min,Auto-generated MTN recommendation,Data
8069111464,0.25,216,True,1.33gb,6.43gb,28.85gb,196mb,48min,240min,720min,Auto-generated MTN recommendation,Airtime
8165263022,0.16,120,True,1.22gb,8.22gb,39.44gb,84mb,59min,354min,1416min,Auto-generated MTN recommendation,Data
8038088271,0.3,173,False,405mb,2.24gb,8.58gb,265mb,42min,252min,1260min,Auto-generated MTN recommendation,None
9034928595,3.7,116,True,1.49gb,7.63gb,24.12gb,2.17gb,25min,150min,750min,Auto-generated MTN recommendation,None
8134450530,3.79,61,False,907mb,5.24gb,18.01gb,3.45gb,58min,232min,1160min,Auto-generated MTN recommendation,Data
9068160326,0.83,68,True,689mb,2.7gb,11.76gb,191mb,7min,49min,147min,Auto-generated MTN recommendation,Data
9039938421,16.45,26,True,1.58gb,6.6gb,25.07gb,7.35gb,14min,70min,280min,Auto-generated MTN recommendation,Data
8066908449,6.9,60,False,1.53gb,7.62gb,27.11gb,5.91gb,3min,21min,63min,Auto-generated MTN recommendation,None
9039973570,7.77,62,True,1.55gb,9.96gb,42.37gb,2.29gb,12min,48min,144min,Auto-generated MTN recommendation,None
8167065916,0.27,323,True,1.48gb,8.38gb,29.88gb,223mb,20min,140min,700min,Auto-generated MTN recommendation,None
9035321423,1.26,76,True,589mb,2.48gb,9.26gb,206mb,29min,116min,348min,Auto-generated MTN recommendation,Data
8162699760,3.29,113,True,1015mb,4.38gb,15.59gb,2.35gb,24min,144min,720min,Auto-generated MTN recommendation,None
8031301455,0.6,86,False,1.27gb,7.7gb,30.04gb,275mb,39min,156min,624min,Auto-generated MTN recommendation,Airtime
9036207024,1.51,102,True,511mb,2.24gb,8.77gb,60mb,5min,30min,150min,Auto-generated MTN recommendation,None
8032214082,13.22,56,False,1.05gb,6.59gb,25.76gb,5.53gb,19min,133min,532min,Auto-generated MTN recommendation,Data
7067240467,0.19,157,True,1.64gb,8.91gb,43.44gb,52mb,31min,124min,372min,Auto-generated MTN recommendation,Airtime
7066215136,1.2,139,True,1001mb,5.04gb,15.57gb,857mb,3min,12min,60min,Auto-generated MTN recommendation,Data
9035563193,4.96,115,True,327mb,1.83gb,6.16gb,3.61gb,11min,44min,132min,Auto-generated MTN recommendation,Data
9064731771,0.06,101,True,1.1gb,7.63gb,28.58gb,31mb,4min,24min,96min,Auto-generated MTN recommendation,None
8132970120,1.69,50,True,1.56gb,7.44gb,24.51gb,686mb,24min,144min,576min,Auto-generated MTN recommendation,None
7033119895,5.29,116,True,1.81gb,9.15gb,30.7gb,1.54gb,32min,224min,896min,Auto-generated MTN recommendation,None
8035090558,1.83,55,False,1.01gb,6.7gb,25.13gb,1009mb,51min,306min,918min,Auto-generated MTN recommendation,Airtime
8165897200,0.22,271,False,1.65gb,7.82gb,26.95gb,189mb,21min,105min,420min,Auto-generated MTN recommendation,None
8131695936,3.16,63,True,343mb,2.09gb,10.38gb,1.06gb,6min,30min,150min,Auto-generated MTN recommendation,Data
8061450900,0.18,361,True,659mb,3.52gb,14.01gb,52mb,31min,155min,465min,Auto-generated MTN recommendation,Airtime
8065565496,1.8,68,True,1.95gb,8.88gb,44.22gb,918mb,41min,205min,820min,Auto-generated MTN recommendation,Airtime
9036544761,2.8,78,False,981mb,5.59gb,26.37gb,2.5gb,40min,240min,960min,Auto-generated MTN recommendation,Airtime
9064362330,2.75,90,False,388mb,1.78gb,6.15gb,1.91gb,42min,294min,1470min,Auto-generated MTN recommendation,Airtime
8039403712,6.63,98,False,381mb,1.57gb,5.7gb,4.1gb,24min,120min,480min,Auto-generated MTN recommendation,None
7033338879,3.44,82,True,994mb,6.56gb,27.32gb,2.25gb,46min,230min,690min,Auto-generated MTN recommendation,None
9036751220,0.05,282,True,352mb,2.18gb,10.26gb,21mb,14min,56min,224min,Auto-generated MTN recommendation,None
8032750211,0.08,307,False,1.21gb,5.8gb,27.89gb,71mb,38min,228min,684min,Auto-generated MTN recommendation,Data
9036813470,0.25,202,False,755mb,3.87gb,12.02gb,165mb,44min,220min,660min,Auto-generated MTN recommendation,Airtime
8131026256,0.25,142,True,667mb,4.03gb,14.93gb,189mb,7min,42min,210min,Auto-generated MTN recommendation,None
9067220316,0.06,313,True,835mb,3.81gb,17.02gb,20mb,32min,224min,1120min,Auto-generated MTN recommendation,Airtime
9035368560,1.61,85,False,895mb,4.51gb,15.72gb,693mb,49min,294min,1176min,Auto-generated MTN recommendation,None
7038246071,0.29,386,True,40mb,185mb,760mb,252mb,42min,294min,1470min,Auto-generated MTN recommendation,Data
9061776319,4.26,46,True,827mb,4.96gb,24.34gb,385mb,34min,136min,680min,Auto-generated MTN recommendation,Data
9062364941,0.28,163,False,1.33gb,8.36gb,34.41gb,164mb,20min,100min,400min,Auto-generated MTN recommendation,None
9032611646,4.6,104,False,1.4gb,9.7gb,43.13gb,2.05gb,38min,190min,570min,Auto-generated MTN recommendation,Data
8066804604,7.96,40,False,794mb,4.9gb,21.85gb,5.98gb,31min,217min,651min,Auto-generated MTN recommendation,Airtime
9064803821,19.09,38,True,1.79gb,8.09gb,40.07gb,18.19gb,8min,32min,128min,Auto-generated MTN recommendation,Airtime
7033202766,7.35,107,False,595mb,2.71gb,12.22gb,7.2gb,19min,95min,380min,Auto-generated MTN recommendation,Airtime
7037625900,2.34,75,True,241mb,1.28gb,6.17gb,744mb,6min,24min,120min,Auto-generated MTN recommendation,Airtime
7069874973,5.86,120,True,163mb,727mb,2.66gb,2.89gb,8min,56min,224min,Auto-generated MTN recommendation,Data
9034733578,4.74,38,False,780mb,4.4gb,14.79gb,2.17gb,29min,174min,522min,Auto-generated MTN recommendation,Data
8136584271,0.11,103,True,397mb,2.43gb,10.4gb,36mb,59min,236min,1180min,Auto-generated MTN recommendation,Data
8167086826,0.08,141,True,876mb,4.5gb,21.2gb,56mb,29min,145min,435min,Auto-generated MTN recommendation,None
9036816475,3.34,106,True,691mb,3.0gb,13.56gb,1.1gb,59min,354min,1416min,Auto-generated MTN recommendation,Airtime
8167297794,3.23,58,True,675mb,3.85gb,15.8gb,1.11gb,58min,290min,1450min,Auto-generated MTN recommendation,Data
7061541083,4.36,120,True,750mb,4.25gb,15.63gb,751mb,60min,300min,1500min,Auto-generated MTN recommendation,None
7037623283,11.76,13,True,861mb,4.49gb,20.43gb,8.27gb,56min,280min,840min,Auto-generated MTN recommendation,Data
7061922172,0.23,315,True,1.99gb,12.91gb,50.13gb,163mb,45min,180min,720min,Auto-generated MTN recommendation,None
7066085417,5.19,87,True,2.0gb,10.92gb,48.38gb,3.22gb,1min,5min,15min,Auto-generated MTN recommendation,None
8137151105,0.59,52,True,867mb,5.29gb,16.35gb,320mb,56min,224min,1120min,Auto-generated MTN recommendation,Airtime
8139192348,0.28,347,False,1.88gb,9.91gb,43.88gb,249mb,0min,0min,0min,Auto-generated MTN recommendation,Airtime
7067731224,0.26,150,True,1.87gb,10.81gb,35.31gb,178mb,44min,308min,1232min,Auto-generated MTN recommendation,Airtime
7063275445,6.66,105,True,642mb,3.1gb,13.64gb,2.44gb,46min,276min,1380min,Auto-generated MTN recommendation,None
8132891797,1.7,134,False,44mb,275mb,969mb,1.02gb,43min,172min,688min,Auto-generated MTN recommendation,Airtime
8039608281,0.22,360,True,121mb,770mb,2.72gb,43mb,7min,28min,112min,Auto-generated MTN recommendation,Data
7039636177,0.1,178,False,320mb,1.56gb,5.19gb,86mb,32min,192min,960min,Auto-generated MTN recommendation,None
7031433923,0.21,267,True,1.77gb,11.39gb,44.47gb,104mb,55min,385min,1540min,Auto-generated MTN recommendation,Airtime
8139266893,0.56,142,True,204mb,1.32gb,5.15gb,296mb,25min,175min,525min,Auto-generated MTN recommendation,Airtime
9038513736,1.92,134,True,215mb,1.39gb,6.45gb,599mb,15min,75min,300min,Auto-generated MTN recommendation,Data
8163885875,2.39,92,True,1.22gb,8.09gb,29.78gb,2.34gb,39min,273min,819min,Auto-generated MTN recommendation,Airtime
9062729479,2.42,147,False,53mb,293mb,1.37gb,2.29gb,0min,0min,0min,Auto-generated MTN recommendation,None
9061381673,0.11,312,True,1.55gb,9.67gb,47.81gb,44mb,48min,336min,1344min,Auto-generated MTN recommendation,Data
9031277184,2.29,110,False,698mb,3.94gb,19.67gb,2.16gb,6min,30min,120min,Auto-generated MTN recommendation,Airtime
8062235405,19.24,57,True,347mb,1.69gb,6.03gb,12.59gb,13min,65min,195min,Auto-generated MTN recommendation,None
9035909321,0.26,162,True,1.72gb,12.05gb,36.45gb,242mb,22min,110min,440min,Auto-generated MTN recommendation,None
8039360190,1.38,79,True,372mb,2.33gb,7.97gb,931mb,47min,235min,1175min,Auto-generated MTN recommendation,Airtime
9061116644,1.48,85,False,521mb,2.9gb,12.17gb,833mb,32min,224min,672min,Auto-generated MTN recommendation,Airtime
7035773384,6.77,119,True,683mb,2.77gb,12.43gb,6.15gb,27min,162min,810min,Auto-generated MTN recommendation,Data
7037492148,0.18,255,False,1.02gb,5.01gb,20.93gb,74mb,22min,132min,396min,Auto-generated MTN recommendation,Data
7068440669,3.85,47,False,344mb,2.12gb,9.24gb,2.54gb,40min,160min,640min,Auto-generated MTN recommendation,Data
9065197362,0.8,120,False,1.75gb,8.68gb,29.08gb,558mb,57min,285min,855min,Auto-generated MTN recommendation,Airtime
8034944198,0.25,268,False,869mb,5.62gb,21.5gb,94mb,43min,301min,903min,Auto-generated MTN recommendation,Data
8032035636,3.95,112,False,769mb,5.05gb,24.98gb,3.37gb,5min,25min,100min,Auto-generated MTN recommendation,Data
7063167275,0.04,186,False,1.17gb,7.51gb,33.34gb,0mb,5min,35min,105min,Auto-generated MTN recommendation,Data
8132502073,5.58,107,True,1.34gb,9.31gb,44.74gb,2.06gb,57min,228min,684min,Auto-generated MTN recommendation,Airtime
8132020033,0.19,332,False,613mb,3.27gb,12.93gb,189mb,43min,172min,860min,Auto-generated MTN recommendation,Data
9036239331,1.56,115,True,372mb,1.64gb,7.06gb,1.5gb,54min,378min,1890min,Auto-generated MTN recommendation,None
7065769875,2.02,93,False,761mb,4.5gb,18.9gb,1.78gb,56min,392min,1176min,Auto-generated MTN recommendation,Airtime
7032190531,1.57,68,False,987mb,5.12gb,16.52gb,953mb,40min,200min,800min,Auto-generated MTN recommendation,None
9038670454,4.07,73,True,677mb,3.09gb,10.44gb,2.91gb,46min,276min,828min,Auto-generated MTN recommendation,Data
8062300565,2.4,108,False,987mb,4.26gb,13.41gb,1.38gb,3min,15min,45min,Auto-generated MTN recommendation,Data
9064128926,3.51,75,False,1.65gb,7.14gb,27.2gb,1.79gb,21min,126min,504min,Auto-generated MTN recommendation,Data
7066281768,1.55,142,False,1.67gb,9.33gb,33.65gb,1.41gb,1min,6min,18min,Auto-generated MTN recommendation,Data
9062717513,1.02,103,False,1.36gb,6.59gb,32.7gb,613mb,6min,24min,72min,Auto-generated MTN recommendation,Data
8166963171,0.05,149,False,344mb,1.8gb,5.92gb,14mb,36min,144min,576min,Auto-generated MTN recommendation,None
7068963816,2.24,88,False,1.94gb,10.35gb,50.94gb,795mb,43min,258min,774min,Auto-generated MTN recommendation,Data
8035238539,0.14,238,True,1.77gb,11.65gb,35.54gb,48mb,44min,308min,1540min,Auto-generated MTN recommendation,Airtime
7037063741,6.78,55,True,438mb,2.76gb,13.28gb,6.41gb,0min,0min,0min,Auto-generated MTN recommendation,Airtime
9035222866,0.14,243,True,832mb,3.51gb,11.21gb,116mb,7min,28min,112min,Auto-generated MTN recommendation,Airtime
8137275263,24.9,38,False,310mb,1.54gb,7.58gb,159mb,46min,276min,828min,Auto-generated MTN recommendation,Airtime
8064758923,17.43,80,True,1.33gb,9.12gb,42.32gb,15.7gb,42min,168min,672min,Auto-generated MTN recommendation,Airtime
9036075134,2.13,85,True,622mb,3.4gb,14.08gb,1.1gb,33min,198min,792min,Auto-generated MTN recommendation,None
8163465068,2.63,135,True,1.14gb,7.89gb,25.22gb,1.99gb,37min,185min,925min,Auto-generated MTN recommendation,None
8065600870,4.62,30,False,1.83gb,12.19gb,50.11gb,252mb,52min,312min,1248min,Auto-generated MTN recommendation,None
7062578702,0.01,399,False,1.9gb,8.57gb,28.21gb,0mb,60min,420min,2100min,Auto-generated MTN recommendation,Data
8131888045,0.01,214,True,300mb,2.04gb,9.83gb,8mb,46min,184min,736min,Auto-generated MTN recommendation,Data
8064620428,1.52,68,False,1.2gb,4.84gb,15.5gb,1.32gb,31min,124min,372min,Auto-generated MTN recommendation,Data
9035406970,2.36,95,False,1.9gb,10.19gb,45.56gb,706mb,22min,132min,660min,Auto-generated MTN recommendation,None
8038101504,24.12,13,False,996mb,5.74gb,18.01gb,3.73gb,19min,76min,380min,Auto-generated MTN recommendation,Airtime
8037253662,1.65,106,True,131mb,796mb,2.94gb,1.02gb,53min,212min,1060min,Auto-generated MTN recommendation,None
8166759007,6.95,36,False,18mb,82mb,337mb,6.0gb,17min,119min,595min,Auto-generated MTN recommendation,None
8031386424,0.17,358,False,1005mb,5.8gb,20.18gb,166mb,39min,195min,975min,Auto-generated MTN recommendation,Data
8168669110,0.12,371,False,630mb,4.28gb,20.66gb,48mb,60min,420min,1260min,Auto-generated MTN recommendation,Data
9064279848,4.32,61,False,967mb,4.56gb,14.31gb,2.68gb,41min,164min,820min,Auto-generated MTN recommendation,Data
8038162604,0.06,221,False,432mb,2.27gb,10.01gb,24mb,27min,162min,648min,Auto-generated MTN recommendation,None
9069847410,7.16,108,False,556mb,3.06gb,14.74gb,5.42gb,4min,24min,72min,Auto-generated MTN recommendation,Data
7069681313,3.27,100,False,795mb,3.22gb,12.33gb,3.0gb,29min,145min,435min,Auto-generated MTN recommendation,Airtime
7067830335,0.1,251,True,30mb,197mb,989mb,24mb,55min,330min,1320min,Auto-generated MTN recommendation,Data
8068310748,0.04,294,True,439mb,1.99gb,6.63gb,19mb,47min,235min,705min,Auto-generated MTN recommendation,None
8168238235,0.17,228,True,99mb,443mb,1.35gb,63mb,42min,252min,1008min,Auto-generated MTN recommendation,Airtime
8134118704,2.06,71,True,1.98gb,13.7gb,60.64gb,1.47gb,48min,288min,1152min,Auto-generated MTN recommendation,Airtime
7037184418,7.38,71,False,942mb,6.4gb,24.54gb,1.6gb,59min,354min,1416min,Auto-generated MTN recommendation,None
9067698842,0.17,195,True,1.74gb,11.03gb,53.95gb,35mb,22min,110min,440min,Auto-generated MTN recommendation,Data
7068546675,0.2,398,False,946mb,5.88gb,22.45gb,188mb,54min,378min,1134min,Auto-generated MTN recommendation,Data
7035277302,7.0,119,False,1.47gb,6.34gb,23.4gb,5.16gb,9min,36min,180min,Auto-generated MTN recommendation,Airtime
7063507578,7.16,91,False,1.71gb,9.06gb,44.17gb,2.43gb,15min,60min,300min,Auto-generated MTN recommendation,Data
8133992682,0.21,298,False,671mb,3.5gb,14.38gb,207mb,43min,258min,1032min,Auto-generated MTN recommendation,None
9065751804,2.36,144,False,1.6gb,7.79gb,25.23gb,1.5gb,15min,90min,360min,Auto-generated MTN recommendation,Data
9069894638,4.81,113,True,939mb,4.39gb,19.36gb,913mb,2min,8min,32min,Auto-generated MTN recommendation,Data
7037962483,6.62,75,False,446mb,1.8gb,6.31gb,3.47gb,49min,196min,980min,Auto-generated MTN recommendation,Data
8033847395,0.05,260,True,1.85gb,10.58gb,38.82gb,26mb,8min,56min,224min,Auto-generated MTN recommendation,Data
8168308118,0.68,58,True,83mb,571mb,2.25gb,161mb,22min,88min,264min,Auto-generated MTN recommendation,None
7066805809,23.19,36,False,540mb,3.08gb,13.81gb,3.34gb,24min,120min,480min,Auto-generated MTN recommendation,Data
8161789196,1.42,149,False,1.14gb,4.95gb,20.88gb,84mb,2min,8min,24min,Auto-generated MTN recommendation,Data
9036475395,0.24,371,False,447mb,1.94gb,6.35gb,113mb,15min,60min,240min,Auto-generated MTN recommendation,Data
8067387631,2.55,64,False,1.29gb,5.37gb,24.73gb,1.5gb,49min,343min,1372min,Auto-generated MTN recommendation,Airtime
8136209308,15.36,97,False,1.56gb,8.75gb,42.62gb,7.66gb,53min,318min,1590min,Auto-generated MTN recommendation,Data
8064927394,2.31,105,True,132mb,840mb,4.04gb,2.07gb,18min,72min,288min,Auto-generated MTN recommendation,None
9037216755,2.97,100,True,21mb,97mb,453mb,495mb,32min,160min,640min,Auto-generated MTN recommendation,None
8061360007,4.16,95,False,1.64gb,8.62gb,36.59gb,1.23gb,52min,364min,1456min,Auto-generated MTN recommendation,None
8031970994,0.17,188,False,608mb,3.31gb,14.49gb,9mb,28min,196min,588min,Auto-generated MTN recommendation,Airtime
8037910504,1.66,88,False,1.89gb,9.64gb,37.89gb,1.38gb,50min,300min,1500min,Auto-generated MTN recommendation,Airtime
9031727552,0.07,128,True,351mb,2.15gb,9.93gb,38mb,13min,78min,390min,Auto-generated MTN recommendation,None
9038472873,7.77,101,False,1.63gb,9.63gb,40.0gb,6.96gb,19min,133min,399min,Auto-generated MTN recommendation,None
7033019520,2.44,67,False,101mb,546mb,1.81gb,987mb,0min,0min,0min,Auto-generated MTN recommendation,Data
8062983568,21.86,89,False,160mb,725mb,3.03gb,5.84gb,43min,172min,860min,Auto-generated MTN recommendation,None
7068946224,2.6,113,True,469mb,3.19gb,10.5gb,1.22gb,3min,18min,90min,Auto-generated MTN recommendation,None
8069603904,1.57,138,True,228mb,1.46gb,6.44gb,1.02gb,44min,220min,880min,Auto-generated MTN recommendation,Airtime
8139724555,3.69,81,False,45mb,230mb,835mb,1.35gb,59min,295min,885min,Auto-generated MTN recommendation,None
9065659383,12.04,56,False,1.47gb,6.11gb,29.27gb,5.06gb,49min,245min,735min,Auto-generated MTN recommendation,Airtime
8133274460,0.23,218,True,674mb,2.86gb,11.43gb,131mb,13min,78min,312min,Auto-generated MTN recommendation,Airtime
9031477832,3.85,44,True,1.11gb,7.03gb,28.08gb,1.3gb,6min,30min,120min,Auto-generated MTN recommendation,Data
8137393043,19.03,14,True,915mb,6.02gb,23.46gb,16.93gb,49min,245min,735min,Auto-generated MTN recommendation,None
8033177007,6.41,59,False,1.02gb,6.66gb,24.68gb,1.6gb,19min,114min,342min,Auto-generated MTN recommendation,Data
8036119728,10.22,35,True,916mb,4.45gb,14.45gb,869mb,42min,168min,840min,Auto-generated MTN recommendation,Airtime
9031420396,0.8,116,True,406mb,2.64gb,9.27gb,590mb,29min,174min,870min,Auto-generated MTN recommendation,None
7067243295,20.23,88,True,1.33gb,7.54gb,25.71gb,545mb,33min,132min,528min,Auto-generated MTN recommendation,Data
8132952754,0.27,311,True,1.17gb,6.05gb,21.96gb,129mb,21min,126min,630min,Auto-generated MTN recommendation,None
8162375373,0.3,103,False,1.41gb,7.65gb,27.53gb,60mb,36min,144min,576min,Auto-generated MTN recommendation,Data
8166622641,0.06,313,True,1.79gb,8.44gb,38.83gb,46mb,18min,90min,270min,Auto-generated MTN recommendation,Airtime
7067943025,2.28,115,True,1.53gb,6.11gb,28.33gb,469mb,5min,35min,105min,Auto-generated MTN recommendation,Data
8169199027,0.29,259,False,191mb,1.12gb,3.98gb,38mb,6min,36min,180min,Auto-generated MTN recommendation,Airtime
8031360264,1.87,121,True,441mb,1.83gb,6.1gb,1.75gb,59min,413min,2065min,Auto-generated MTN recommendation,Airtime
7034531306,2.6,97,False,1.42gb,7.58gb,33.2gb,209mb,45min,315min,1260min,Auto-generated MTN recommendation,None
7069581778,8.72,37,True,235mb,1.09gb,4.26gb,3.87gb,44min,176min,704min,Auto-generated MTN recommendation,Data
8038795377,1.25,118,True,1.83gb,12.31gb,49.46gb,652mb,41min,287min,1435min,Auto-generated MTN recommendation,None
7035156589,5.42,81,False,1.66gb,7.15gb,21.63gb,3.78gb,33min,198min,792min,Auto-generated MTN recommendation,None
8162164310,4.85,61,False,912mb,5.45gb,20.1gb,1.81gb,8min,56min,224min,Auto-generated MTN recommendation,None
7035415830,0.24,106,True,1.41gb,8.03gb,33.84gb,81mb,36min,144min,720min,Auto-generated MTN recommendation,Airtime
7066149533,0.04,301,False,121mb,702mb,3.03gb,40mb,50min,250min,1250min,Auto-generated MTN recommendation,Airtime
8035425315,6.78,107,True,1.81gb,12.6gb,43.43gb,1.82gb,54min,216min,864min,Auto-generated MTN recommendation,Data
9065011758,7.54,120,False,1.72gb,9.03gb,31.2gb,4.96gb,57min,228min,684min,Auto-generated MTN recommendation,Airtime
8132516141,1.47,89,False,1.57gb,8.14gb,31.87gb,179mb,57min,399min,1995min,Auto-generated MTN recommendation,Data
7033942746,2.63,65,True,1.1gb,5.78gb,27.65gb,2.47gb,11min,66min,330min,Auto-generated MTN recommendation,Data
9038538822,12.75,49,True,242mb,975mb,3.32gb,591mb,56min,224min,672min,Auto-generated MTN recommendation,None
8161644778,0.91,56,False,419mb,1.75gb,5.64gb,314mb,50min,350min,1400min,Auto-generated MTN recommendation,None
8061252078,0.28,363,True,925mb,3.94gb,16.45gb,217mb,60min,420min,2100min,Auto-generated MTN recommendation,None
8168557218,1.89,128,True,1.25gb,8.02gb,33.14gb,1.18gb,58min,290min,1160min,Auto-generated MTN recommendation,Data
8062283397,1.06,144,True,1.74gb,7.29gb,32.77gb,327mb,60min,300min,1200min,Auto-generated MTN recommendation,Data
7032375228,0.16,119,True,422mb,2.08gb,8.9gb,15mb,14min,98min,294min,Auto-generated MTN recommendation,None
7066741985,0.18,185,True,382mb,2.08gb,10.33gb,116mb,51min,255min,1020min,Auto-generated MTN recommendation,Airtime
7062043935,2.05,79,False,1.5gb,10.41gb,40.58gb,1.74gb,10min,50min,150min,Auto-generated MTN recommendation,None
9034233987,2.8,140,False,1.89gb,11.49gb,48.05gb,312mb,14min,98min,294min,Auto-generated MTN recommendation,Airtime
7065314406,7.67,66,False,666mb,4.09gb,16.88gb,5.4gb,12min,84min,420min,Auto-generated MTN recommendation,None
9031831652,0.61,132,True,414mb,2.48gb,8.91gb,7mb,31min,217min,651min,Auto-generated MTN recommendation,Data
